perturbation,program_score,emp_z,emp_p,emp_fdr,direction,perturbed_gene
Des KO mouse GSE41363 sample 2388,-0.014862491844475946,-0.08313759453938005,0.933742133183999,0.9998960276301339,driver_antagonize,DES
Tmod3 KO mouse GSE51960 sample 66,-0.014862491844475946,0.22861368930243453,0.8191691837975751,0.9998960276301339,driver_antagonize,TMOD3
Nfe2l2 KO mouse GSE29632 sample 2152,-0.07542535799174485,-0.14666632238894028,0.8833954019240124,0.9998960276301339,driver_antagonize,NFE2L2
IFITM1 KO mouse GSE24744 sample 2409,0.1771888416154649,1.0174272236664461,0.3089502367572772,0.9998960276301339,brake_agonize,IFITM1
AATF KD human GSE45009 sample 2867,-0.5687266576252031,-3.277684498088847,0.0010466230730000524,0.03056139373160153,driver_antagonize,AATF
TYK2 KD human GSE44652 sample 185,-0.014862491844475946,0.02889288764678128,0.9769500180910397,0.9998960276301339,driver_antagonize,TYK2
Il1rn KO mouse GSE7705 sample 1689,0.03709213282193311,0.5885550168284802,0.5561598171023997,0.9998960276301339,brake_agonize,IL1RN
Lmna KO mouse GSE5304 sample 1203,-0.014862491844475946,-0.01837376884156818,0.9853406783420736,0.9998960276301339,driver_antagonize,LMNA
Prmt5 KO mouse GSE45269 sample 2403,-0.014862491844475946,-0.21173742178452384,0.8323118915879152,0.9998960276301339,driver_antagonize,PRMT5
DNMT3B KO human GSE3699 sample 2852,-0.014862491844475946,-0.20903477701545642,0.8344210901327058,0.9998960276301339,driver_antagonize,DNMT3B
RNF185 KD human GSE47685 sample 1780,-0.014862491844475946,-0.152107438406654,0.8791021974770626,0.9998960276301339,driver_antagonize,RNF185
Sirt3 KO mouse GSE30552 sample 444,0.12999463579829104,0.8547439897295953,0.3926928918244388,0.9998960276301339,brake_agonize,SIRT3
Prnp KO mouse GSE21718 sample 385,0.2558057861381464,1.6419181425020681,0.10060696944556213,0.869148966807815,brake_agonize,PRNP
Htt KO mouse GSE26001 sample 1624,-0.014862491844475946,-0.04883170485508509,0.9610534154847765,0.9998960276301339,driver_antagonize,HTT
PIN1 DEPLETION human GSE26262 sample 477,-0.014862491844475946,0.011476304136826333,0.9908434351096687,0.9998960276301339,driver_antagonize,PIN1
ANCR KD human GSE34528 sample 2610,-0.014862491844475946,-0.39635875486332894,0.6918403886180667,0.9998960276301339,driver_antagonize,ANCR
App KO mouse GSE25926 sample 397,-0.11084069786804983,-0.6760331079256906,0.49901962489328633,0.9998960276301339,driver_antagonize,APP
S1pr2 KO mouse GSE7191 sample 2525,-0.014862491844475946,0.10026281735943914,0.9201356761494879,0.9998960276301339,driver_antagonize,S1PR2
Zfx KO mouse GSE52416 sample 1472,-0.0860184928169474,-0.6173405747464862,0.537010109405798,0.9998960276301339,driver_antagonize,ZFX
HSF1 KD human GSE3697 sample 784,-0.014862491844475946,0.009583144231798187,0.9923538742061143,0.9998960276301339,driver_antagonize,HSF1
GAPDH KD human GSE15723 sample 2241,-0.24174082642209463,-1.813146259154001,0.06980926598496465,0.7127379604059328,driver_antagonize,GAPDH
Hmgn1 KO mouse GSE44356 sample 434,-0.014862491844475946,-0.344078908653762,0.7307869440527213,0.9998960276301339,driver_antagonize,HMGN1
Cav3 KO mouse GSE12881 sample 44,-0.014862491844475946,-0.30602483445418327,0.7595857371401149,0.9998960276301339,driver_antagonize,CAV3
Cxcr4 KO mouse GSE48788 sample 3102,0.10692307208029722,0.7616364823675164,0.4462769945208782,0.9998960276301339,brake_agonize,CXCR4
Zfp42 KD mouse GSE9978 sample 1334,-0.014862491844475946,-0.5522396288182139,0.580784186691558,0.9998960276301339,driver_antagonize,ZFP42
BRCA1 DEPLETION human GSE4754 sample 148,0.051199136883951724,0.6675915400856548,0.5043943593710993,0.9998960276301339,brake_agonize,BRCA1
LMO3 KD human GSE41712 sample 1788,-0.12530668614305218,-0.6706356273085724,0.5024526804271899,0.9998960276301339,driver_antagonize,LMO3
Rara KO mouse GSE31280 sample 1677,-0.014862491844475946,-0.4146033533597395,0.6784322929461668,0.9998960276301339,driver_antagonize,RARA
Pten KO mouse GSE29010 sample 2745,0.236043947907588,1.607793480303341,0.10788041682672835,0.9029928556084094,brake_agonize,PTEN
Rfwd2 KO mouse GSE18636 sample 2994,0.24549327417149802,1.2494525246898216,0.21149960750026586,0.9998960276301339,brake_agonize,RFWD2
XIAP Depletion - Early passage human GSE11618 sample 1170,-0.26810844721992244,-1.806810848745754,0.07079177659802051,0.7177499571743746,driver_antagonize,XIAP
Bptf KO mouse GSE48123 sample 2328,-0.014862491844475946,-0.1512206619637179,0.8798016518308927,0.9998960276301339,driver_antagonize,BPTF
Tcf4 Deletion mouse GSE12505 sample 2866,0.17878309794997965,0.9409561286824906,0.34672734195800836,0.9998960276301339,brake_agonize,TCF4
Atf2 KO mouse GSE9328 sample 2544,0.07878630061168224,0.7518095003242559,0.45216562795996296,0.9998960276301339,brake_agonize,ATF2
RELA KD human GSE50588 sample 2819,0.11834213629745963,0.8320800285345241,0.40536377389951694,0.9998960276301339,brake_agonize,RELA
YAP1 KD human GSE50053 sample 2927,-0.014862491844475946,0.022045057575541368,0.9824120135116586,0.9998960276301339,driver_antagonize,YAP1
Dgcr8 KO mouse GSE58493 sample 2478,-0.014862491844475946,-0.2787582950321624,0.7804303219477777,0.9998960276301339,driver_antagonize,DGCR8
PTEN KD human GSE7562 sample 1365,-0.08092412751549008,-0.788165234710776,0.43060006146159724,0.9998960276301339,driver_antagonize,PTEN
Tgfbr2 KO mouse GSE46150 sample 309,-0.1377042069375007,-0.9530855547641237,0.3405467244581406,0.9998960276301339,driver_antagonize,TGFBR2
Ncoa3 KD mouse GSE50017 sample 1712,-0.014862491844475946,-0.0066713654633685695,0.9946770599821199,0.9998960276301339,driver_antagonize,NCOA3
PARK2 KD human GSE50864 sample 1800,0.032342915116301316,-0.05478526038519771,0.9563095432745913,0.9998960276301339,brake_agonize,PARK2
Dicer1 KO mouse GSE35844 sample 613,-0.014862491844475946,-0.30062647890313515,0.7636993377155861,0.9998960276301339,driver_antagonize,DICER1
RBP2 KD human GSE41443 sample 3028,-0.014862491844475946,0.2371638289790394,0.8125296961518476,0.9998960276301339,driver_antagonize,RBP2
Il2 KO mouse GSE23398 sample 1489,1.4170682305914604,11.611825341998562,3.588717400419294e-31,5.239527404612169e-28,brake_agonize,IL2
IRS3P KO mouse GSE2556 sample 2539,-0.014862491844475946,-0.21336427612489448,0.8310428424521052,0.9998960276301339,driver_antagonize,IRS3P
Ddb1 KD mouse GSE39771 sample 1759,-0.014862491844475946,-0.035419373905105175,0.9717453362614895,0.9998960276301339,driver_antagonize,DDB1
Nlgn1 KD mouse GSE47150 sample 952,-0.014862491844475946,-0.1109132833576921,0.911685111999779,0.9998960276301339,driver_antagonize,NLGN1
Sgk1 KO mouse GSE43956 sample 1536,0.22864429315086454,1.9270494915274097,0.05397346240836521,0.5969792054258577,brake_agonize,SGK1
POU3F3 KD mouse GSE62033 sample 2618,-0.014862491844475946,-0.3500040942680744,0.7263356249818183,0.9998960276301339,driver_antagonize,POU3F3
Aldh1a2 KO mouse GSE43578 sample 317,0.10295994049573148,0.5401719836263117,0.589078431838743,0.9998960276301339,brake_agonize,ALDH1A2
Cbx2 KO mouse GSE29485 sample 380,-0.014862491844475946,-0.05271784338946234,0.9579567218254285,0.9998960276301339,driver_antagonize,CBX2
Abcb4 KO mouse GSE4612 sample 312,-0.014862491844475946,-0.26165995125250113,0.7935836192699846,0.9998960276301339,driver_antagonize,ABCB4
Zfp42 KD mouse GSE9978 sample 1335,-0.014862491844475946,-0.34646750265941495,0.7289914027185806,0.9998960276301339,driver_antagonize,ZFP42
ESRRA KO mouse GSE8106 sample 2613,-0.014862491844475946,-0.002701875554333521,0.9978442178329024,0.9998960276301339,driver_antagonize,ESRRA
Calr KO mouse GSE13805 sample 176,-0.014862491844475946,-0.09777372488875197,0.9221119718955118,0.9998960276301339,driver_antagonize,CALR
TFAP2C KD human GSE15481 sample 2970,0.12235513159116222,0.6874441575468113,0.49180287922559607,0.9998960276301339,brake_agonize,TFAP2C
IRF8 KD human GSE50588 sample 2826,0.42153344120279973,2.403276278847999,0.016248906068284576,0.2726827914907527,brake_agonize,IRF8
Pdss2 KO mouse GSE10904 sample 147,0.10687715804670006,0.883934441695829,0.3767316035515105,0.9998960276301339,brake_agonize,PDSS2
Pink1 KO mouse GSE60413 sample 2273,-0.014862491844475946,-0.05232370931225968,0.9582707618905838,0.9998960276301339,driver_antagonize,PINK1
Gnmt KO mouse GSE63027 sample 2909,0.25741840948731726,1.5631245635310884,0.11802329906595449,0.9378806758996596,brake_agonize,GNMT
Ndel1 KD mouse GSE35366 sample 1639,0.08111571384043517,0.5510571891503651,0.5815944714353817,0.9998960276301339,brake_agonize,NDEL1
TERC KD human GSE64023 sample 2917,-0.014862491844475946,-0.11486478609877743,0.908552296924842,0.9998960276301339,driver_antagonize,TERC
TP63 DEPLETION human GSE5993 sample 90,0.05728365839670666,0.5990262979626128,0.5491553479412479,0.9998960276301339,brake_agonize,TP63
TRIM33 KD human GSE28448 sample 476,-0.08092412751549008,-0.582481734084985,0.5602422414985216,0.9998960276301339,driver_antagonize,TRIM33
HIF1A KD human GSE54360 sample 2881,-0.014862491844475946,-0.23917487513050892,0.8109699840902724,0.9998960276301339,driver_antagonize,HIF1A
Cdh1 KO mouse GSE31771 sample 2483,-0.09266122613652525,-0.4146369000300225,0.6784077311720998,0.9998960276301339,driver_antagonize,CDH1
Hdc KO mouse GSE23502 sample 3001,-0.2489417395660315,-1.4957546952576422,0.13471759135707717,0.9675077052429745,driver_antagonize,HDC
MYB KD human GSE49286 sample 1842,-0.014862491844475946,-0.027788544784021537,0.9778308023739999,0.9998960276301339,driver_antagonize,MYB
Cftr KO mouse GSE769 sample 1287,0.09646645593668589,0.5341465814174737,0.5932401239850802,0.9998960276301339,brake_agonize,CFTR
Il4 KO mouse GSE477 sample 1295,0.10692307208029722,1.075690143942459,0.28206585683215857,0.9998960276301339,brake_agonize,IL4
Lep KO mouse GSE3293 sample 2723,-0.014862491844475946,-0.35549856900119725,0.7222161167776081,0.9998960276301339,driver_antagonize,LEP
YY1 KD human GSE50588 sample 2802,0.41116523466453975,2.374794084088429,0.017558742610963463,0.2817116946374358,brake_agonize,YY1
PPARGC1A KD human GSE36879 sample 3117,0.09383749791463329,0.7396140746132794,0.4595341990181452,0.9998960276301339,brake_agonize,PPARGC1A
RRM2B KD human GSE25238 sample 815,-0.014862491844475946,-0.15126219196592539,0.8797688925019913,0.9998960276301339,driver_antagonize,RRM2B
YAP1 KD human GSE61989 sample 2588,-0.03306480929975144,0.068595167362777,0.9453118656936162,0.9998960276301339,driver_antagonize,YAP1
HIRA KD human GSE45295 sample 2238,0.027775862243619154,-0.002658851786820476,0.9978785457094341,0.9998960276301339,brake_agonize,HIRA
Irf4 KO mouse GSE40726 sample 1527,-0.35058794382282277,-2.0378218304162994,0.04156775434370924,0.5418653691233526,driver_antagonize,IRF4
S1pr3 KO mouse GSE7191 sample 2557,-0.014862491844475946,0.0641744508207584,0.9488313207417504,0.9998960276301339,driver_antagonize,S1PR3
Tet2 KO mouse GSE27816 sample 457,0.07878630061168224,0.48554937384460667,0.6272866981860719,0.9998960276301339,brake_agonize,TET2
Pten KO mouse GSE6078 sample 1317,-0.014862491844475946,0.2984574066637418,0.765354080067067,0.9998960276301339,driver_antagonize,PTEN
Trnp1 KD mouse GSE40582 sample 1375,0.2008305663899095,0.932571584092664,0.35104121064459004,0.9998960276301339,brake_agonize,TRNP1
Srf KO mouse GSE1948 sample 1157,-0.014862491844475946,-0.23178062176255065,0.8167084088305303,0.9998960276301339,driver_antagonize,SRF
Aire KO mouse GSE30129 sample 1676,1.2502943549030037,7.903628152175807,2.7090036686740563e-15,1.3183817854213742e-12,brake_agonize,AIRE
TGM2 KD human GSE23702 sample 740,-0.3710735019571571,-2.514306526202065,0.011926672232226142,0.2224278344077482,driver_antagonize,TGM2
IPMK KD human GSE49658 sample 1814,-0.014862491844475946,-0.13188118613727434,0.8950782699239951,0.9998960276301339,driver_antagonize,IPMK
Sost KO mouse GSE44325 sample 2261,-0.014862491844475946,-0.10410927331266338,0.9170826318123957,0.9998960276301339,driver_antagonize,SOST
Crem KO mouse GSE29593 sample 2559,-0.16388931752986868,-0.6916522645831913,0.48915573130467194,0.9998960276301339,driver_antagonize,CREM
IRF3 KD human GSE50588 sample 2817,-0.28887618757488037,-1.9588499607224952,0.05013036063856755,0.5808756073992749,driver_antagonize,IRF3
Nfe2l1 KO mouse GSE867 sample 893,-0.014862491844475946,-0.35791456366809976,0.7204072515175695,0.9998960276301339,driver_antagonize,NFE2L1
Emd KO mouse GSE5304 sample 1200,0.09646645593668589,0.9088139026347424,0.36344836671903524,0.9998960276301339,brake_agonize,EMD
Smad3 KO mouse GSE28598 sample 1159,-0.014862491844475946,-0.0478720818717179,0.9618181893108682,0.9998960276301339,driver_antagonize,SMAD3
Sod2 KO mouse GSE2236 sample 155,-0.014862491844475946,-0.07027016866407554,0.9439786257529539,0.9998960276301339,driver_antagonize,SOD2
Nfe2l2 KO mouse GSE18344 sample 1263,-0.014862491844475946,-0.03202277909685542,0.9744538851188204,0.9998960276301339,driver_antagonize,NFE2L2
Trip12 KO mouse GSE27527 sample 1669,-0.07473881092896177,-0.33936635566223883,0.73433376058255,0.9998960276301339,driver_antagonize,TRIP12
Ikbkb KO mouse GSE30049 sample 2246,-0.15406702442983675,-0.9655713174467372,0.3342587335115953,0.9998960276301339,driver_antagonize,IKBKB
Glis2 KO mouse GSE6113 sample 2133,0.045700372609479185,0.4334486261436179,0.6646888808079452,0.9998960276301339,brake_agonize,GLIS2
OPTN KD human GSE6819 sample 295,-0.014862491844475946,-0.06436251503283741,0.9486815767843302,0.9998960276301339,driver_antagonize,OPTN
Smarca5 KO mouse GSE41608 sample 2382,-0.014862491844475946,-0.15398009997922982,0.8776254263599987,0.9998960276301339,driver_antagonize,SMARCA5
Klf5 KO mouse GSE9244 sample 580,-0.014862491844475946,0.08321747257367894,0.9336786198228149,0.9998960276301339,driver_antagonize,KLF5
MAP3K7 KD human GSE52452 sample 1810,-0.20270969330290842,-1.1407728021715748,0.2539644815140929,0.9998960276301339,driver_antagonize,MAP3K7
Agtr1a KO mouse GSE18430 sample 3011,0.10533190504859456,0.2998444106834273,0.7642958381305671,0.9998960276301339,brake_agonize,AGTR1A
Ikzf1 KO mouse GSE46093 sample 2547,-0.23217627889773046,-1.6516756942719288,0.09860068009999344,0.8672108008794605,driver_antagonize,IKZF1
Gys1 KO mouse GSE2198 sample 2458,-0.014862491844475946,-0.23909694077484517,0.8110304139007524,0.9998960276301339,driver_antagonize,GYS1
Vdr KO mouse GSE2421 sample 1152,-0.07608519317793914,-0.6149101111384353,0.5386140850098926,0.9998960276301339,driver_antagonize,VDR
Clpp KO mouse GSE40207 sample 133,0.11784652285066179,0.6671342533060409,0.5046863824233363,0.9998960276301339,brake_agonize,CLPP
Ywhae KO mouse GSE35366 sample 1616,-0.014862491844475946,-0.012855727388015393,0.989742896131449,0.9998960276301339,driver_antagonize,YWHAE
Irf8 KO mouse GSE24972 sample 2997,-0.15406702442983675,-1.0556835213687947,0.29111282818803186,0.9998960276301339,driver_antagonize,IRF8
Nfe2l2 KO mouse GSE18344 sample 964,0.05728365839670666,0.4153233093982836,0.6779052397426684,0.9998960276301339,brake_agonize,NFE2L2
Kdm1a KD mouse GSE25423 sample 301,-0.15900088851975108,-1.3237822661929957,0.18557536741214076,0.9998960276301339,driver_antagonize,KDM1A
Mecp2 KO mouse GSE8720 sample 2418,-0.014862491844475946,-0.09292817682946666,0.9259606207257122,0.9998960276301339,driver_antagonize,MECP2
CTNNB1 KO mouse GSE43628 sample 2249,-0.014862491844475946,-0.25562613565496684,0.7982395354124024,0.9998960276301339,driver_antagonize,CTNNB1
Tcf3 KO mouse GSE27402 sample 2169,0.23731831318317828,1.9353900289161339,0.052942451972147385,0.5945844606102706,brake_agonize,TCF3
RB1 KD human GSE50532 sample 686,0.07510809154800055,0.2852176589918605,0.7754773920885913,0.9998960276301339,brake_agonize,RB1
Yy1 KO mouse GSE39009 sample 76,-0.014862491844475946,-0.03736612617197695,0.9701930811977669,0.9998960276301339,driver_antagonize,YY1
Hey2 KO mouse GSE6526 sample 1508,0.09383749791463329,0.721690352498111,0.47048487482944035,0.9998960276301339,brake_agonize,HEY2
Gsk3a KO mouse GSE27395 sample 1805,-0.014862491844475946,-0.013586585755833176,0.9891598065005737,0.9998960276301339,driver_antagonize,GSK3A
Nos3 KO mouse GSE1988 sample 803,-0.014862491844475946,-0.046771385920508786,0.9626954347938489,0.9998960276301339,driver_antagonize,NOS3
SIRT1 KD human GSE30486 sample 2352,-0.029393169552680443,0.009435981884900987,0.9924712874614637,0.9998960276301339,driver_antagonize,SIRT1
Mat1a KO mouse GSE63062 sample 2941,-0.014862491844475946,-0.1621248693385779,0.8712075223691834,0.9998960276301339,driver_antagonize,MAT1A
Sox2 KD mouse GSE39771 sample 1757,-0.014862491844475946,-0.01860409793650054,0.9851569337221044,0.9998960276301339,driver_antagonize,SOX2
Pten KO mouse GSE64303 sample 2254,0.08689972668335857,0.607931814637882,0.5432326978666182,0.9998960276301339,brake_agonize,PTEN
Kdm1a KD mouse GSE25423 sample 394,0.129275924727236,1.0941403569953616,0.2738934249387409,0.9998960276301339,brake_agonize,KDM1A
Traf3 KO mouse GSE48818 sample 2366,-0.599455271942795,-3.6680704981442056,0.00024438780677069185,0.010194462796720288,driver_antagonize,TRAF3
Pcgf6 KD mouse GSE56126 sample 1340,0.05629350286273455,0.13397000850105728,0.8934262903569188,0.9998960276301339,brake_agonize,PCGF6
Hdac3 KO mouse GSE31251 sample 56,-0.15406702442983675,-0.9968482268077493,0.3188381852029867,0.9998960276301339,driver_antagonize,HDAC3
ETS2 KD human GSE43459 sample 2888,0.1301427710356868,0.8775604252431863,0.3801823136796303,0.9998960276301339,brake_agonize,ETS2
Inha KO mouse GSE20466 sample 2993,0.015642047256485304,0.1768151521790609,0.8596535868623083,0.9998960276301339,brake_agonize,INHA
Dicer1 KO mouse GSE26822 sample 2681,-0.014862491844475946,0.17229807572382647,0.8632031970813121,0.9998960276301339,driver_antagonize,DICER1
CXCL5 KO mouse GSE43337 sample 2907,-0.10851128201466054,-0.8128328756988689,0.4163138837720525,0.9998960276301339,driver_antagonize,CXCL5
Cadm1 KO mouse GSE3676 sample 328,-0.11722287244629115,-0.9388367686726804,0.34781455776112347,0.9998960276301339,driver_antagonize,CADM1
Fcgr3 KO mouse GSE54812 sample 1524,-0.12697346424895592,-1.0040185836665334,0.3153696562385252,0.9998960276301339,driver_antagonize,FCGR3
Ubr5 KD mouse GSE39771 sample 1760,-0.014862491844475946,-0.010003511828159489,0.9920184854774156,0.9998960276301339,driver_antagonize,UBR5
HNF4A KD human GSE29084 sample 577,0.13632075182712552,1.0142356012992249,0.3104703446253648,0.9998960276301339,brake_agonize,HNF4A
Rora KO mouse GSE23736 sample 1155,-0.014862491844475946,-0.14304962087109468,0.8862509923483279,0.9998960276301339,driver_antagonize,RORA
