gene,protein_classes,primary_class
LEFTY1,cytokine,cytokine
IL17F,cytokine,cytokine
LTA,cytokine,cytokine
GHRL,cytokine,cytokine
BMP7,cytokine,cytokine
IFNA14,cytokine,cytokine
NPVF,cytokine,cytokine
GNRH1,cytokine,cytokine
GPHB5,cytokine,cytokine
GNRH2,cytokine,cytokine
CRH,cytokine,cytokine
CCL2,cytokine,cytokine
EFNB1,cytokine,cytokine
TNF,cytokine,cytokine
FGF18,cytokine,cytokine
CCL3L3,cytokine,cytokine
CGA,cytokine,cytokine
IFNW1,cytokine,cytokine
NPY,cytokine,cytokine
BMP8A,cytokine,cytokine
TGFB3,cytokine,cytokine
ANGPT1,cytokine,cytokine
INSL3,cytokine,cytokine
IL33,cytokine,cytokine
PROK1,cytokine,cytokine
CXCL9,cytokine,cytokine
NRG2,cytokine,cytokine
INSL5,cytokine,cytokine
IFNL3,cytokine,cytokine
PTH,cytokine,cytokine
DBI,cytokine,cytokine
TSLP,cytokine,cytokine
ANGPT2,cytokine,cytokine
CBLN1,cytokine,cytokine
TNFSF10,cytokine,cytokine
PGF,cytokine,cytokine
TSHB,cytokine,cytokine
GPHA2,cytokine,cytokine
FGF3,cytokine,cytokine
GDNF,cytokine,cytokine
IFNA10,cytokine,cytokine
IFNK,cytokine,cytokine
OSM,cytokine,cytokine
LEFTY2,cytokine,cytokine
TGFA,cytokine,cytokine
IL11,cytokine,cytokine
NRG3,cytokine,cytokine
IL27,cytokine,cytokine
BMP6,cytokine,cytokine
IL13,cytokine,cytokine
LTB,cytokine,cytokine
MSTN,cytokine,cytokine
CCL25,cytokine,cytokine
CCL26,cytokine,cytokine
CSH2,cytokine,cytokine
GDF15,cytokine,cytokine
TNFSF4,cytokine,cytokine
INHBC,cytokine,cytokine
GRP,cytokine,cytokine
CXCL16,cytokine,cytokine
IFNA17,cytokine,cytokine
IL32,cytokine,cytokine
AVP,cytokine,cytokine
CCL1,cytokine,cytokine
VIP,cytokine,cytokine
APLN,cytokine,cytokine
XCL2,cytokine,cytokine
IL5,cytokine,cytokine
UCN3,cytokine,cytokine
IFNE,cytokine,cytokine
FGF12,cytokine,cytokine
VEGFB,cytokine,cytokine
POMC,cytokine,cytokine
EDN3,cytokine,cytokine
EFNA2,cytokine,cytokine
CCL28,cytokine,cytokine
LEP,cytokine,cytokine
IL36A,cytokine,cytokine
CSF2,cytokine,cytokine
PMCH,cytokine,cytokine
EFNB3,cytokine,cytokine
CXCL14,cytokine,cytokine
TNFSF11,cytokine,cytokine
MLN,cytokine,cytokine
VEGFA,cytokine,cytokine
IFNA21,cytokine,cytokine
CGB3,cytokine,cytokine
TAC3,cytokine,cytokine
PDGFC,cytokine,cytokine
NRTN,cytokine,cytokine
IL26,cytokine,cytokine
ADM2,cytokine,cytokine
IFNA8,cytokine,cytokine
ANGPT4,cytokine,cytokine
NUCB1,cytokine,cytokine
TNFSF13,cytokine,cytokine
AMH,cytokine,cytokine
PDGFD,cytokine,cytokine
NPPC,cytokine,cytokine
IL19,cytokine,cytokine
EFNA4,cytokine,cytokine
CCL27,cytokine,cytokine
FGF8,cytokine,cytokine
CGB8,cytokine,cytokine
PF4,cytokine,cytokine
GDF6,cytokine,cytokine
TAC1,cytokine,cytokine
TNFSF8,cytokine,cytokine
GDF2,cytokine,cytokine
IL31,cytokine,cytokine
IFNB1,cytokine,cytokine
UTS2B,cytokine,cytokine
GCG,cytokine,cytokine
IFNA6,cytokine,cytokine
KISS1,cytokine,cytokine
EDA,cytokine,cytokine
RLN1,cytokine,cytokine
CCL14,cytokine,cytokine
CTF1,cytokine,cytokine
IL3,cytokine,cytokine
CSHL1,cytokine,cytokine
ADM,cytokine,cytokine
RETN,cytokine,cytokine
VGF,cytokine,cytokine
RLN2,cytokine,cytokine
GDF9,cytokine,cytokine
NRG4,cytokine,cytokine
TNFSF15,cytokine,cytokine
FGF17,cytokine,cytokine
FGF1,cytokine,cytokine
NTF4,cytokine,cytokine
VEGFC,cytokine,cytokine
EPO,cytokine,cytokine
IL17D,cytokine,cytokine
TGFB2,cytokine,cytokine
GIP,cytokine,cytokine
IGF2,cytokine,cytokine
CGB1,cytokine,cytokine
IFNA13,cytokine,cytokine
IL34,cytokine,cytokine
IL2,cytokine,cytokine
EREG,cytokine,cytokine
IFNA16,cytokine,cytokine
NTS,cytokine,cytokine
IL6,cytokine,cytokine
IL18RAP,cytokine_receptor,cytokine_receptor
RELL2,cytokine_receptor,cytokine_receptor
IL1RAPL2,cytokine_receptor,cytokine_receptor
IL1RAP,cytokine_receptor,cytokine_receptor
IL1RAPL1,cytokine_receptor,cytokine_receptor
RELL1,cytokine_receptor,cytokine_receptor
FOXC2,transcription_factor,transcription_factor
ASCL1,transcription_factor,transcription_factor
CXXC1,transcription_factor,transcription_factor
ZNF566,transcription_factor,transcription_factor
E4F1,transcription_factor,transcription_factor
ZNF275,transcription_factor,transcription_factor
IRX2,transcription_factor,transcription_factor
SOX14,transcription_factor,transcription_factor
L3MBTL4,transcription_factor,transcription_factor
PRDM8,transcription_factor,transcription_factor
SKIL,transcription_factor,transcription_factor
BAZ2A,transcription_factor,transcription_factor
NFATC2,transcription_factor,transcription_factor
TFEC,transcription_factor,transcription_factor
ARNT2,transcription_factor,transcription_factor
NEUROD1,transcription_factor,transcription_factor
NAIF1,transcription_factor,transcription_factor
ZIC4,transcription_factor,transcription_factor
NEUROD6,transcription_factor,transcription_factor
ZNF75A,transcription_factor,transcription_factor
TIGD4,transcription_factor,transcription_factor
ZNF214,transcription_factor,transcription_factor
ZNF728,transcription_factor,transcription_factor
GLI2,transcription_factor,transcription_factor
POU2F1,transcription_factor,transcription_factor
EVX2,transcription_factor,transcription_factor
ZNF502,transcription_factor,transcription_factor
GRHL2,transcription_factor,transcription_factor
ZNF559,transcription_factor,transcription_factor
ZNF569,transcription_factor,transcription_factor
LHX2,transcription_factor,transcription_factor
SIX5,transcription_factor,transcription_factor
ADNP2,transcription_factor,transcription_factor
ZNF543,transcription_factor,transcription_factor
ZNF404,transcription_factor,transcription_factor
ZNF230,transcription_factor,transcription_factor
ZFPM2,transcription_factor,transcription_factor
DMRTA2,transcription_factor,transcription_factor
ZNF334,transcription_factor,transcription_factor
PAX3,transcription_factor,transcription_factor
MECOM,transcription_factor,transcription_factor
FOXD4L1,transcription_factor,transcription_factor
HLF,transcription_factor,transcription_factor
NFE2L1,transcription_factor,transcription_factor
TRAFD1,transcription_factor,transcription_factor
KLF1,transcription_factor,transcription_factor
REST,transcription_factor,transcription_factor
ZNF471,transcription_factor,transcription_factor
SREBF2,transcription_factor,transcription_factor
ZNF385C,transcription_factor,transcription_factor
DBP,transcription_factor,transcription_factor
ZNF577,transcription_factor,transcription_factor
NFYB,transcription_factor,transcription_factor
ZNF814,transcription_factor,transcription_factor
MSX1,transcription_factor,transcription_factor
CREM,transcription_factor,transcription_factor
ZNF343,transcription_factor,transcription_factor
UNCX,transcription_factor,transcription_factor
ZBTB46,transcription_factor,transcription_factor
FOXB2,transcription_factor,transcription_factor
NKX2-4,transcription_factor,transcription_factor
ZNF714,transcription_factor,transcription_factor
ZNF480,transcription_factor,transcription_factor
GATA2,transcription_factor,transcription_factor
PTF1A,transcription_factor,transcription_factor
GATA3,transcription_factor,transcription_factor
LCOR,transcription_factor,transcription_factor
ZNF776,transcription_factor,transcription_factor
ARNTL2,transcription_factor,transcription_factor
RFX1,transcription_factor,transcription_factor
ZIC1,transcription_factor,transcription_factor
DLX5,transcription_factor,transcription_factor
SETBP1,transcription_factor,transcription_factor
ADNP,transcription_factor,transcription_factor
ZFP69,transcription_factor,transcription_factor
ZNF500,transcription_factor,transcription_factor
LIN54,transcription_factor,transcription_factor
DZIP1,transcription_factor,transcription_factor
ZNF260,transcription_factor,transcription_factor
FEV,transcription_factor,transcription_factor
ZNF267,transcription_factor,transcription_factor
MYRF,transcription_factor,transcription_factor
FOXP3,transcription_factor,transcription_factor
MESP2,transcription_factor,transcription_factor
OLIG1,transcription_factor,transcription_factor
XBP1,transcription_factor,transcription_factor
DLX2,transcription_factor,transcription_factor
DRGX,transcription_factor,transcription_factor
ZNF169,transcription_factor,transcription_factor
THAP2,transcription_factor,transcription_factor
TBX10,transcription_factor,transcription_factor
OTP,transcription_factor,transcription_factor
ARID2,transcription_factor,transcription_factor
MYF6,transcription_factor,transcription_factor
SP140,transcription_factor,transcription_factor
RBSN,transcription_factor,transcription_factor
ZNF417,transcription_factor,transcription_factor
ZNF280A,transcription_factor,transcription_factor
HOXC8,transcription_factor,transcription_factor
SPEN,transcription_factor,transcription_factor
ZNF784,transcription_factor,transcription_factor
PRDM1,transcription_factor,transcription_factor
ZNF317,transcription_factor,transcription_factor
CCDC169-SOHLH2,transcription_factor,transcription_factor
PURG,transcription_factor,transcription_factor
SOHLH1,transcription_factor,transcription_factor
ZNF239,transcription_factor,transcription_factor
ZNF468,transcription_factor,transcription_factor
SOX18,transcription_factor,transcription_factor
ZNF441,transcription_factor,transcription_factor
ZNF232,transcription_factor,transcription_factor
ZNF778,transcription_factor,transcription_factor
TRPS1,transcription_factor,transcription_factor
DACH2,transcription_factor,transcription_factor
ZNF251,transcription_factor,transcription_factor
HOXD1,transcription_factor,transcription_factor
BBX,transcription_factor,transcription_factor
SOX8,transcription_factor,transcription_factor
FOXN4,transcription_factor,transcription_factor
SMAD9,transcription_factor,transcription_factor
GABPA,transcription_factor,transcription_factor
HES5,transcription_factor,transcription_factor
ZNF234,transcription_factor,transcription_factor
ZNF227,transcription_factor,transcription_factor
ZBTB37,transcription_factor,transcription_factor
SOX1,transcription_factor,transcription_factor
SRY,transcription_factor,transcription_factor
ZNF724,transcription_factor,transcription_factor
ZBTB21,transcription_factor,transcription_factor
ZNF281,transcription_factor,transcription_factor
RBPJ,transcription_factor,transcription_factor
ZNF205,transcription_factor,transcription_factor
ZNF639,transcription_factor,transcription_factor
ZSCAN26,transcription_factor,transcription_factor
ZNF449,transcription_factor,transcription_factor
ZNF212,transcription_factor,transcription_factor
ZNF607,transcription_factor,transcription_factor
ZNF219,transcription_factor,transcription_factor
ZBTB10,transcription_factor,transcription_factor
HSFY2,transcription_factor,transcription_factor
SLC2A4RG,transcription_factor,transcription_factor
RAX,transcription_factor,transcription_factor
ZNF667,transcription_factor,transcription_factor
ZNF705A,transcription_factor,transcription_factor
FOXK2,transcription_factor,transcription_factor
TAL1,transcription_factor,transcription_factor
ZNF141,transcription_factor,transcription_factor
ZNF333,transcription_factor,transcription_factor
ZNF547,transcription_factor,transcription_factor
MTF2,transcription_factor,transcription_factor
POU4F3,transcription_factor,transcription_factor
SOX12,transcription_factor,transcription_factor
ZNF554,transcription_factor,transcription_factor
NEUROD4,transcription_factor,transcription_factor
FLI1,transcription_factor,transcription_factor
ZNF300,transcription_factor,transcription_factor
CEBPE,transcription_factor,transcription_factor
ZNF189,transcription_factor,transcription_factor
ZNF496,transcription_factor,transcription_factor
ZFAT,transcription_factor,transcription_factor
LCORL,transcription_factor,transcription_factor
ZNF705D,transcription_factor,transcription_factor
HEYL,transcription_factor,transcription_factor
NKRF,transcription_factor,transcription_factor
ZNF26,transcription_factor,transcription_factor
PATZ1,transcription_factor,transcription_factor
ZNF808,transcription_factor,transcription_factor
FOXJ2,transcription_factor,transcription_factor
STAT2,transcription_factor,transcription_factor
TWIST1,transcription_factor,transcription_factor
SP9,transcription_factor,transcription_factor
ZNF174,transcription_factor,transcription_factor
ZNF544,transcription_factor,transcription_factor
FOXN2,transcription_factor,transcription_factor
ZNF735,transcription_factor,transcription_factor
ZNF581,transcription_factor,transcription_factor
FOXE3,transcription_factor,transcription_factor
ZNF273,transcription_factor,transcription_factor
ASCL5,transcription_factor,transcription_factor
BHLHE22,transcription_factor,transcription_factor
IRX1,transcription_factor,transcription_factor
THAP8,transcription_factor,transcription_factor
DMTF1,transcription_factor,transcription_factor
GFI1B,transcription_factor,transcription_factor
NANOG,transcription_factor,transcription_factor
HSF2,transcription_factor,transcription_factor
GTF2IRD2B,transcription_factor,transcription_factor
POU5F2,transcription_factor,transcription_factor
ZHX1,transcription_factor,transcription_factor
CEBPG,transcription_factor,transcription_factor
ZNF81,transcription_factor,transcription_factor
OLIG3,transcription_factor,transcription_factor
MEIS1,transcription_factor,transcription_factor
ZNF705G,transcription_factor,transcription_factor
PBX1,transcription_factor,transcription_factor
AHCTF1,transcription_factor,transcription_factor
STAT1,transcription_factor,transcription_factor
TCF21,transcription_factor,transcription_factor
EBF2,transcription_factor,transcription_factor
BORCS8-MEF2B,transcription_factor,transcription_factor
ZNF534,transcription_factor,transcription_factor
HMG20B,transcription_factor,transcription_factor
SIX4,transcription_factor,transcription_factor
HSFX2,transcription_factor,transcription_factor
HOXD3,transcription_factor,transcription_factor
FIZ1,transcription_factor,transcription_factor
CREBZF,transcription_factor,transcription_factor
TCF7L1,transcription_factor,transcription_factor
HEY2,transcription_factor,transcription_factor
SOX2,transcription_factor,transcription_factor
ZXDA,transcription_factor,transcription_factor
ZNF600,transcription_factor,transcription_factor
ZNF225,transcription_factor,transcription_factor
EGR1,transcription_factor,transcription_factor
TRERF1,transcription_factor,transcription_factor
MECP2,transcription_factor,transcription_factor
ZNF772,transcription_factor,transcription_factor
PRDM6,transcription_factor,transcription_factor
ZNF598,transcription_factor,transcription_factor
RBAK,transcription_factor,transcription_factor
HOXC12,transcription_factor,transcription_factor
PKNOX2,transcription_factor,transcription_factor
ATOH7,transcription_factor,transcription_factor
ZNF479,transcription_factor,transcription_factor
YBX3,transcription_factor,transcription_factor
PEG3,transcription_factor,transcription_factor
ZNF740,transcription_factor,transcription_factor
HOXB3,transcription_factor,transcription_factor
PAX1,transcription_factor,transcription_factor
ZNF423,transcription_factor,transcription_factor
HEY1,transcription_factor,transcription_factor
TFEB,transcription_factor,transcription_factor
ZFP64,transcription_factor,transcription_factor
ZNF391,transcription_factor,transcription_factor
CTCF,transcription_factor,transcription_factor
SCRT2,transcription_factor,transcription_factor
KLF3,transcription_factor,transcription_factor
ZNF143,transcription_factor,transcription_factor
RUNX3,transcription_factor,transcription_factor
SP110,transcription_factor,transcription_factor
TEAD4,transcription_factor,transcription_factor
PITX3,transcription_factor,transcription_factor
MEOX2,transcription_factor,transcription_factor
ZFP91,transcription_factor,transcription_factor
ZFP3,transcription_factor,transcription_factor
ZNF207,transcription_factor,transcription_factor
ZNF655,transcription_factor,transcription_factor
FOXF1,transcription_factor,transcription_factor
ZNF678,transcription_factor,transcription_factor
ZBTB7C,transcription_factor,transcription_factor
HOXB7,transcription_factor,transcription_factor
SALL2,transcription_factor,transcription_factor
MAFG,transcription_factor,transcription_factor
ZBTB32,transcription_factor,transcription_factor
ZIK1,transcription_factor,transcription_factor
ZNF730,transcription_factor,transcription_factor
ZNF626,transcription_factor,transcription_factor
TEF,transcription_factor,transcription_factor
ZNF664,transcription_factor,transcription_factor
BARX2,transcription_factor,transcription_factor
ZNF497,transcription_factor,transcription_factor
ZNF649,transcription_factor,transcription_factor
ZNF431,transcription_factor,transcription_factor
ZNF367,transcription_factor,transcription_factor
PAX5,transcription_factor,transcription_factor
ZNF706,transcription_factor,transcription_factor
PRDM14,transcription_factor,transcription_factor
ZNF583,transcription_factor,transcription_factor
FOXC1,transcription_factor,transcription_factor
SALL3,transcription_factor,transcription_factor
LHX8,transcription_factor,transcription_factor
FOXH1,transcription_factor,transcription_factor
BACH2,transcription_factor,transcription_factor
ZNF257,transcription_factor,transcription_factor
ZNF716,transcription_factor,transcription_factor
EEA1,transcription_factor,transcription_factor
BHLHE40,transcription_factor,transcription_factor
ZNF572,transcription_factor,transcription_factor
RELA,transcription_factor,transcription_factor
ARID5A,transcription_factor,transcription_factor
HOXC5,transcription_factor,transcription_factor
GZF1,transcription_factor,transcription_factor
ZNF28,transcription_factor,transcription_factor
ARGFX,transcription_factor,transcription_factor
TIGD2,transcription_factor,transcription_factor
TBX3,transcription_factor,transcription_factor
TCF23,transcription_factor,transcription_factor
HOXB9,transcription_factor,transcription_factor
RHOXF2B,transcription_factor,transcription_factor
NFE4,transcription_factor,transcription_factor
ZNF708,transcription_factor,transcription_factor
AC008770.3,transcription_factor,transcription_factor
ZNF467,transcription_factor,transcription_factor
ZNF248,transcription_factor,transcription_factor
HELT,transcription_factor,transcription_factor
ZSCAN23,transcription_factor,transcription_factor
ZFX,transcription_factor,transcription_factor
NEUROG3,transcription_factor,transcription_factor
ZNF3,transcription_factor,transcription_factor
PRDM15,transcription_factor,transcription_factor
FOXD4L4,transcription_factor,transcription_factor
PLAG1,transcription_factor,transcription_factor
LHX6,transcription_factor,transcription_factor
ZNF843,transcription_factor,transcription_factor
SMAD3,transcription_factor,transcription_factor
TFAP2D,transcription_factor,transcription_factor
ZNF44,transcription_factor,transcription_factor
ZBTB16,transcription_factor,transcription_factor
MYCN,transcription_factor,transcription_factor
ZNF557,transcription_factor,transcription_factor
ALX4,transcription_factor,transcription_factor
ZNF592,transcription_factor,transcription_factor
FOXD1,transcription_factor,transcription_factor
ZNF365,transcription_factor,transcription_factor
HOXC6,transcription_factor,transcription_factor
ZNF646,transcription_factor,transcription_factor
STAT5A,transcription_factor,transcription_factor
PHOX2A,transcription_factor,transcription_factor
MEF2D,transcription_factor,transcription_factor
FAM170A,transcription_factor,transcription_factor
PRR12,transcription_factor,transcription_factor
ZNF737,transcription_factor,transcription_factor
ZBTB24,transcription_factor,transcription_factor
BHLHE23,transcription_factor,transcription_factor
THAP4,transcription_factor,transcription_factor
CHCHD3,transcription_factor,transcription_factor
TFCP2L1,transcription_factor,transcription_factor
ZFPM1,transcription_factor,transcription_factor
ZNF229,transcription_factor,transcription_factor
ZNF691,transcription_factor,transcription_factor
ZFP41,transcription_factor,transcription_factor
FOXP1,transcription_factor,transcription_factor
USF2,transcription_factor,transcription_factor
ZNF736,transcription_factor,transcription_factor
SOX6,transcription_factor,transcription_factor
ZNF200,transcription_factor,transcription_factor
FOSL1,transcription_factor,transcription_factor
PROX1,transcription_factor,transcription_factor
ZNF660,transcription_factor,transcription_factor
NFE2L3,transcription_factor,transcription_factor
ZNF517,transcription_factor,transcription_factor
PLAGL1,transcription_factor,transcription_factor
ZSCAN12,transcription_factor,transcription_factor
TGIF2,transcription_factor,transcription_factor
ZNF347,transcription_factor,transcription_factor
ZNF491,transcription_factor,transcription_factor
PRDM4,transcription_factor,transcription_factor
ZNF215,transcription_factor,transcription_factor
FIGLA,transcription_factor,transcription_factor
ZNF124,transcription_factor,transcription_factor
ZNF865,transcription_factor,transcription_factor
ZNF138,transcription_factor,transcription_factor
ZNF669,transcription_factor,transcription_factor
MAZ,transcription_factor,transcription_factor
EMX1,transcription_factor,transcription_factor
HOXC13,transcription_factor,transcription_factor
KLF14,transcription_factor,transcription_factor
ZNF574,transcription_factor,transcription_factor
ZNF217,transcription_factor,transcription_factor
GSX2,transcription_factor,transcription_factor
ZNF35,transcription_factor,transcription_factor
HSF4,transcription_factor,transcription_factor
ZGPAT,transcription_factor,transcription_factor
LIN28A,transcription_factor,transcription_factor
ZNF582,transcription_factor,transcription_factor
AHDC1,transcription_factor,transcription_factor
ZBTB48,transcription_factor,transcription_factor
RELB,transcription_factor,transcription_factor
CENPBD1,transcription_factor,transcription_factor
ZNF605,transcription_factor,transcription_factor
ZNF804A,transcription_factor,transcription_factor
ZNF568,transcription_factor,transcription_factor
ZNF32,transcription_factor,transcription_factor
HOXB8,transcription_factor,transcription_factor
ZNF511,transcription_factor,transcription_factor
HOXA7,transcription_factor,transcription_factor
ZNF131,transcription_factor,transcription_factor
DUX4,transcription_factor,transcription_factor
IKZF1,transcription_factor,transcription_factor
MLXIPL,transcription_factor,transcription_factor
HSF1,transcription_factor,transcription_factor
PAX4,transcription_factor,transcription_factor
FOXR1,transcription_factor,transcription_factor
MNX1,transcription_factor,transcription_factor
ZNF74,transcription_factor,transcription_factor
PAX8,transcription_factor,transcription_factor
KLF5,transcription_factor,transcription_factor
TET1,transcription_factor,transcription_factor
EVX1,transcription_factor,transcription_factor
HINFP,transcription_factor,transcription_factor
NFYC,transcription_factor,transcription_factor
ZFHX2,transcription_factor,transcription_factor
DACH1,transcription_factor,transcription_factor
C11orf95,transcription_factor,transcription_factor
HES1,transcription_factor,transcription_factor
TIGD6,transcription_factor,transcription_factor
E2F8,transcription_factor,transcription_factor
ZNF710,transcription_factor,transcription_factor
ATF5,transcription_factor,transcription_factor
IRF3,transcription_factor,transcription_factor
TFCP2,transcription_factor,transcription_factor
ZNF12,transcription_factor,transcription_factor
CEBPZ,transcription_factor,transcription_factor
ZFP92,transcription_factor,transcription_factor
ZKSCAN8,transcription_factor,transcription_factor
MYT1,transcription_factor,transcription_factor
ZNF235,transcription_factor,transcription_factor
ZNF688,transcription_factor,transcription_factor
SALL4,transcription_factor,transcription_factor
ZNF33A,transcription_factor,transcription_factor
ZNF845,transcription_factor,transcription_factor
OSR2,transcription_factor,transcription_factor
ZNF221,transcription_factor,transcription_factor
ZNF618,transcription_factor,transcription_factor
POU3F3,transcription_factor,transcription_factor
CXXC4,transcription_factor,transcription_factor
HOXD9,transcription_factor,transcription_factor
STAT6,transcription_factor,transcription_factor
THYN1,transcription_factor,transcription_factor
ZNF175,transcription_factor,transcription_factor
ZNF318,transcription_factor,transcription_factor
ZNF419,transcription_factor,transcription_factor
SKI,transcription_factor,transcription_factor
YY1,transcription_factor,transcription_factor
SMAD1,transcription_factor,transcription_factor
REL,transcription_factor,transcription_factor
LHX3,transcription_factor,transcription_factor
AIRE,transcription_factor,transcription_factor
PHF21A,transcription_factor,transcription_factor
ONECUT2,transcription_factor,transcription_factor
ZNF615,transcription_factor,transcription_factor
ZBED6,transcription_factor,transcription_factor
MSANTD4,transcription_factor,transcription_factor
FOXJ1,transcription_factor,transcription_factor
CEBPB,transcription_factor,transcription_factor
L3MBTL3,transcription_factor,transcription_factor
FOXN3,transcription_factor,transcription_factor
ELK3,transcription_factor,transcription_factor
ZNF672,transcription_factor,transcription_factor
NME2,transcription_factor,transcription_factor
ERG,transcription_factor,transcription_factor
PRDM5,transcription_factor,transcription_factor
ISL2,transcription_factor,transcription_factor
ZNF541,transcription_factor,transcription_factor
ZFP62,transcription_factor,transcription_factor
FOXP4,transcription_factor,transcription_factor
MSANTD1,transcription_factor,transcription_factor
ZBTB45,transcription_factor,transcription_factor
DUX3,transcription_factor,transcription_factor
ZNF385B,transcription_factor,transcription_factor
RBPJL,transcription_factor,transcription_factor
PAX2,transcription_factor,transcription_factor
ZNF20,transcription_factor,transcription_factor
ZNF518B,transcription_factor,transcription_factor
ZNF446,transcription_factor,transcription_factor
ZBTB12,transcription_factor,transcription_factor
SOX7,transcription_factor,transcription_factor
ZBED1,transcription_factor,transcription_factor
SHOX,transcription_factor,transcription_factor
ZNF91,transcription_factor,transcription_factor
ZNF223,transcription_factor,transcription_factor
SOX9,transcription_factor,transcription_factor
ZNF474,transcription_factor,transcription_factor
POU2AF1,transcription_factor,transcription_factor
CSRNP1,transcription_factor,transcription_factor
ZNF662,transcription_factor,transcription_factor
ZNF850,transcription_factor,transcription_factor
ZNF398,transcription_factor,transcription_factor
ZNF853,transcription_factor,transcription_factor
ZNF718,transcription_factor,transcription_factor
ZNF462,transcription_factor,transcription_factor
ZNF687,transcription_factor,transcription_factor
ZNF177,transcription_factor,transcription_factor
POU4F1,transcription_factor,transcription_factor
POU6F1,transcription_factor,transcription_factor
ZBTB38,transcription_factor,transcription_factor
HDX,transcription_factor,transcription_factor
CREB3L2,transcription_factor,transcription_factor
ZNF75D,transcription_factor,transcription_factor
ZNF765,transcription_factor,transcription_factor
DPF3,transcription_factor,transcription_factor
ZNF770,transcription_factor,transcription_factor
ZNF888,transcription_factor,transcription_factor
HOXD11,transcription_factor,transcription_factor
ZNF430,transcription_factor,transcription_factor
ZBTB40,transcription_factor,transcription_factor
ZNF821,transcription_factor,transcription_factor
ZNF268,transcription_factor,transcription_factor
ZNF679,transcription_factor,transcription_factor
ZSCAN9,transcription_factor,transcription_factor
THAP5,transcription_factor,transcription_factor
ZNF658,transcription_factor,transcription_factor
ZBTB44,transcription_factor,transcription_factor
ZNF564,transcription_factor,transcription_factor
IRF5,transcription_factor,transcription_factor
HHEX,transcription_factor,transcription_factor
USF1,transcription_factor,transcription_factor
DLX4,transcription_factor,transcription_factor
ZNF354B,transcription_factor,transcription_factor
ZNF705B,transcription_factor,transcription_factor
CENPB,transcription_factor,transcription_factor
ZSCAN25,transcription_factor,transcription_factor
CPXCR1,transcription_factor,transcription_factor
STAT4,transcription_factor,transcription_factor
ZKSCAN1,transcription_factor,transcription_factor
HOXB1,transcription_factor,transcription_factor
FERD3L,transcription_factor,transcription_factor
ZNF493,transcription_factor,transcription_factor
YBX2,transcription_factor,transcription_factor
ZNF512,transcription_factor,transcription_factor
DMRTA1,transcription_factor,transcription_factor
RHOXF1,transcription_factor,transcription_factor
ZNF98,transcription_factor,transcription_factor
RREB1,transcription_factor,transcription_factor
ZNF350,transcription_factor,transcription_factor
HMBOX1,transcription_factor,transcription_factor
FLYWCH1,transcription_factor,transcription_factor
MTERF3,transcription_factor,transcription_factor
ZNF563,transcription_factor,transcription_factor
MBD6,transcription_factor,transcription_factor
FOXD2,transcription_factor,transcription_factor
ZNF705E,transcription_factor,transcription_factor
NFX1,transcription_factor,transcription_factor
ZNF521,transcription_factor,transcription_factor
CHAMP1,transcription_factor,transcription_factor
ZNF589,transcription_factor,transcription_factor
AC023509.3,transcription_factor,transcription_factor
ZC3H8,transcription_factor,transcription_factor
ZNF621,transcription_factor,transcription_factor
ZNF487,transcription_factor,transcription_factor
SKOR1,transcription_factor,transcription_factor
ZNF429,transcription_factor,transcription_factor
DMRTC2,transcription_factor,transcription_factor
TSHZ3,transcription_factor,transcription_factor
ZNF654,transcription_factor,transcription_factor
ZFP82,transcription_factor,transcription_factor
CDX2,transcription_factor,transcription_factor
ZNF546,transcription_factor,transcription_factor
SP6,transcription_factor,transcription_factor
ZNF490,transcription_factor,transcription_factor
ZNF101,transcription_factor,transcription_factor
ZNF792,transcription_factor,transcription_factor
HOMEZ,transcription_factor,transcription_factor
ZBTB17,transcription_factor,transcription_factor
HOXB5,transcription_factor,transcription_factor
TCF7,transcription_factor,transcription_factor
THAP9,transcription_factor,transcription_factor
SOHLH2,transcription_factor,transcription_factor
MEF2B,transcription_factor,transcription_factor
ZNF2,transcription_factor,transcription_factor
ZSCAN21,transcription_factor,transcription_factor
CAMTA2,transcription_factor,transcription_factor
SNAI2,transcription_factor,transcription_factor
HOXC4,transcription_factor,transcription_factor
ZSCAN22,transcription_factor,transcription_factor
HSFY1,transcription_factor,transcription_factor
ZNF136,transcription_factor,transcription_factor
ZNF440,transcription_factor,transcription_factor
TOPORS,transcription_factor,transcription_factor
ATF3,transcription_factor,transcription_factor
ZNF142,transcription_factor,transcription_factor
SOX30,transcription_factor,transcription_factor
CC2D1A,transcription_factor,transcription_factor
PLAGL2,transcription_factor,transcription_factor
ZNF551,transcription_factor,transcription_factor
SMYD3,transcription_factor,transcription_factor
NEUROD2,transcription_factor,transcription_factor
ZNF280D,transcription_factor,transcription_factor
TEAD3,transcription_factor,transcription_factor
FOXD4L3,transcription_factor,transcription_factor
MBD2,transcription_factor,transcription_factor
ZNF701,transcription_factor,transcription_factor
HES2,transcription_factor,transcription_factor
E2F3,transcription_factor,transcription_factor
ZUFSP,transcription_factor,transcription_factor
ZNF608,transcription_factor,transcription_factor
PRRX2,transcription_factor,transcription_factor
MYBL1,transcription_factor,transcription_factor
ZNF236,transcription_factor,transcription_factor
GMEB2,transcription_factor,transcription_factor
ZNF264,transcription_factor,transcription_factor
ZSCAN1,transcription_factor,transcription_factor
SIX2,transcription_factor,transcription_factor
RUNX1,transcription_factor,transcription_factor
ZNF595,transcription_factor,transcription_factor
